Target,Model1,Model2
1,0.9558199993,0.9871190548
1,0.3071511292,0.9885051578
1,0.9558199993,0.9895585266
1,0.9558199993,0.8134615125
1,0.9558199993,0.9896246946
1,0.9558199993,0.97412275
1,0.3071511292,0.5904251201
1,0.8069125987,0.0895840578
1,0.9558199993,0.9782056624
1,0.9558199993,0.9899438469
1,0.9558199993,0.9892540191
1,0.6524112019,0.9898744074
1,0.9558199993,0.9899443458
1,0.8069125987,0.9883253927
1,0.9558199993,0.7946207867
1,0.8069125987,0.989539913
1,0.9558199993,0.9898867828
1,0.6524112019,0.9886492601
1,0.6524112019,0.9886492601
1,0.9558199993,0.9899443789
1,0.9558199993,0.9786657159
1,0.9558199993,0.9896703792
1,0.9558199993,0.9821201427
1,0.0732882844,0.719473614
1,0.8069125987,0.7341289272
1,0.9558199993,0.9898732116
1,0.3071511292,0.9899442578
1,0.8069125987,0.9899443712
1,0.9558199993,0.9724165481
1,0.3071511292,0.9892173858
1,0.6524112019,0.7038963786
1,0.8069125987,0.989944337
1,0.9558199993,0.9898953018
1,0.9558199993,0.9898980503
1,0.6524112019,0.9590112532
1,0.9558199993,0.9885474818
1,0.9558199993,0.9780179269
1,0.6524112019,0.98984597
1,0.6524112019,0.9899283877
1,0.0732882844,0.0067212187
1,0.9558199993,0.9243366333
1,0.9558199993,0.9899009632
1,0.6524112019,0.9590112532
1,0.8069125987,0.7983884067
1,0.3071511292,0.9870958446
1,0.3071511292,0.9897817094
1,0.9558199993,0.9849276182
1,0.9558199993,0.9899264327
1,0.9558199993,0.9000584192
1,0.9558199993,0.9899421859
1,0.8069125987,0.7940356976
1,0.6524112019,0.9899195237
1,0.9558199993,0.9885632827
1,0.8069125987,0.9837395072
1,0.8069125987,0.9899443247
1,0.8069125987,0.989944325
1,0.6524112019,0.9893937844
1,0.9558199993,0.9898635602
1,0.6524112019,0.989457225
1,0.8069125987,0.989944302
1,0.9558199993,0.9875909342
1,0.9558199993,0.9705194638
1,0.9558199993,0.9869062798
1,0.6524112019,0.9894033953
1,0.6524112019,0.9894033953
1,0.6524112019,0.9899236022
1,0.9558199993,0.9897801252
1,0.9558199993,0.9243631041
1,0.9558199993,0.9870426658
1,0.9558199993,0.9814309992
1,0.9558199993,0.9885149871
1,0.8069125987,0.9897901763
1,0.7593687696,0.9898843019
1,0.9558199993,0.9847029721
1,0.9558199993,0.9899443912
1,0.8069125987,0.2822410755
1,0.8069125987,0.9899442219
1,0.9558199993,0.7941716424
1,0.9558199993,0.9898809811
1,0.9558199993,0.9899261027
1,0.9558199993,0.9866061743
1,0.9558199993,0.9899430941
1,0.8069125987,0.48483021
1,0.3071511292,0.2500494449
1,0.7593687696,0.9898288912
1,0.9558199993,0.9877653619
1,0.3071511292,0.8015611237
1,0.9558199993,0.9899057393
1,0.9558199993,0.9877280954
1,0.9558199993,0.9899443911
1,0.8069125987,0.9869851766
1,0.6524112019,0.9887206835
1,0.9558199993,0.9899443911
1,0.9558199993,0.9899443911
1,0.6524112019,0.9887409439
1,0.6524112019,0.9887409439
1,0.9558199993,0.9898549328
1,0.0732882844,0.9425302872
1,0.8069125987,0.7944854909
1,0.6524112019,0.9630036222
1,0.6524112019,0.9630036222
1,0.9558199993,0.9865737812
1,0.8069125987,0.9848213473
1,0.8069125987,0.985836982
1,0.8069125987,0.6401785757
1,0.9558199993,0.9849930902
1,0.9558199993,0.9897248194
1,0.9558199993,0.982862806
1,0.9558199993,0.9899443911
1,0.9558199993,0.982862806
1,0.9558199993,0.7943341914
1,0.7593687696,0.9585932727
1,0.9558199993,0.9899443854
1,0.3071511292,0.3891030359
1,0.8069125987,0.5952674816
1,0.9558199993,0.8087275462
1,0.3071511292,0.9858238883
1,0.9558199993,0.9286500482
1,0.8069125987,0.9874934388
1,0.3071511292,0.9858238883
1,0.9558199993,0.9890000239
1,0.6524112019,0.776963537
1,0.9558199993,0.9897595869
1,0.9558199993,0.8351502769
1,0.9558199993,0.9898515354
1,0.9558199993,0.8351502769
1,0.8069125987,0.9899443912
1,0.9558199993,0.9210037276
1,0.9558199993,0.9899443912
1,0.9558199993,0.9898943622
1,0.9558199993,0.9899443774
1,0.9558199993,0.9899437217
1,0.9558199993,0.9262014575
1,0.3071511292,0.9897355065
1,0.9558199993,0.9899443911
1,0.8069125987,0.9860514643
1,0.3071511292,0.9661239246
1,0.3071511292,0.9660215427
1,0.9558199993,0.9798117201
1,0.9558199993,0.9898583222
1,0.9558199993,0.4408794299
1,0.6524112019,0.9767648826
1,0.9558199993,0.9269582885
1,0.8069125987,0.9899443908
1,0.9558199993,0.989942059
1,0.8069125987,0.6920183685
1,0.9558199993,0.9899443309
1,0.9558199993,0.8723142199
1,0.8069125987,0.7992542319
1,0.9558199993,0.9899443837
1,0.9558199993,0.9899216426
1,0.3071511292,0.8473414627
1,0.9558199993,0.9899153252
1,0.3071511292,0.8473414627
1,0.6524112019,0.9490280101
1,0.7593687696,0.9804660974
1,0.8069125987,0.8815345718
1,0.0732882844,0.8162536569
1,0.0732882844,0.8162536569
1,0.8069125987,0.7939932703
1,0.9558199993,0.9899443458
1,0.9558199993,0.9899443295
1,0.0732882844,0.9346709316
1,0.3071511292,0.8482213297
1,0.8069125987,0.7923419255
1,0.9558199993,0.9899443912
1,0.8069125987,0.6257459747
1,0.9558199993,0.9070644326
1,0.6524112019,0.9881356852
1,0.3071511292,0.8577934292
1,0.8069125987,0.9760094347
1,0.9558199993,0.989916482
1,0.9558199993,0.9899116497
1,0.9558199993,0.9899275435
1,0.3071511292,0.989936305
1,0.9558199993,0.9899443911
1,0.3071511292,0.902784331
1,0.8069125987,0.9899194627
1,0.8069125987,0.9899194627
1,0.8069125987,0.9899194627
1,0.0732882844,0.0765294886
1,0.9558199993,0.9898121895
1,0.0732882844,0.957244392
1,0.9558199993,0.9899443912
1,0.3071511292,0.8613497949
1,0.6524112019,0.989301505
1,0.3071511292,0.8613497949
1,0.8069125987,0.9681047145
1,0.0732882844,0.6602396628
1,0.9558199993,0.1152954649
1,0.0732882844,0.984713213
1,0.9558199993,0.9898026497
1,0.9558199993,0.9899425021
1,0.9558199993,0.989944323
1,0.0732882844,0.9880917048
1,0.7593687696,0.9882761876
1,0.9558199993,0.8984360505
1,0.9558199993,0.8984360505
1,0.9558199993,0.9667276592
1,0.6524112019,0.9863944484
1,0.7593687696,0.3214108412
1,0.0732882844,0.9890280544
1,0.9558199993,0.9899443843
1,0.9558199993,0.9897743041
1,0.9558199993,0.9898984204
1,0.9558199993,0.9897531079
1,0.8069125987,0.9899439208
1,0.9558199993,0.9754079954
1,0.8069125987,0.9898792028
1,0.3071511292,0.9825660468
1,0.3071511292,0.7884308805
1,0.9558199993,0.9897150501
1,0.9558199993,0.989412368
1,0.9558199993,0.989412368
1,0.9558199993,0.9899443458
1,0.8069125987,0.9899379807
1,0.9558199993,0.9899443458
1,0.9558199993,0.9890145276
1,0.8069125987,0.9756557668
1,0.9558199993,0.9899442505
1,0.6524112019,0.9899204343
1,0.3071511292,0.6303822869
1,0.9558199993,0.9899442234
1,0.9558199993,0.989942144
1,0.9558199993,0.9275876206
1,0.9558199993,0.9264566154
1,0.9558199993,0.9899443851
1,0.9558199993,0.9899443836
1,0.0732882844,0.6514348443
1,0.7593687696,0.9899435465
1,0.6524112019,0.9899204343
1,0.9558199993,0.9899443836
1,0.9558199993,0.9899360621
1,0.9558199993,0.8050298449
1,0.9558199993,0.9892804343
1,0.8069125987,0.6908935134
1,0.3071511292,0.8345118985
1,0.8069125987,0.9884203704
1,0.6524112019,0.9824424653
1,0.9558199993,0.989876699
1,0.8069125987,0.9802439301
1,0.8069125987,0.9899231676
1,0.0732882844,0.8671092099
1,0.9558199993,0.989943587
1,0.8069125987,0.9895961185
1,0.8069125987,0.9895969737
1,0.9558199993,0.9898024424
1,0.9558199993,0.9899442388
1,0.9558199993,0.989876214
1,0.9558199993,0.989944211
1,0.3071511292,0.9797736726
1,0.9558199993,0.9899092854
1,0.8069125987,0.9897718432
1,0.7593687696,0.9897950901
1,0.8069125987,0.6965871729
1,0.9558199993,0.9899432062
1,0.9558199993,0.9899441279
1,0.6524112019,0.7329968679
1,0.9558199993,0.9896856693
1,0.9558199993,0.9853839782
1,0.9558199993,0.9899438142
1,0.6524112019,0.9882879225
1,0.9558199993,0.9829256831
1,0.6524112019,0.9881054871
1,0.8069125987,0.9738869062
1,0.0732882844,0.4775731376
1,0.8069125987,0.9896582514
1,0.9558199993,0.9899426889
1,0.9558199993,0.9889425555
1,0.0732882844,0.8827921031
1,0.8069125987,0.9785163034
1,0.0732882844,0.8827921031
1,0.8069125987,0.9785163034
1,0.0732882844,0.8827921031
1,0.8069125987,0.9785163034
1,0.6524112019,0.9896210987
1,0.9558199993,0.7942500585
1,0.9558199993,0.8124178858
1,0.9558199993,0.9884664353
1,0.6524112019,0.9884371375
1,0.8069125987,0.9899184574
1,0.8069125987,0.9873044514
1,0.3071511292,0.8766785512
1,0.9558199993,0.984865646
1,0.9558199993,0.9898653239
1,0.9558199993,0.9898653239
1,0.0732882844,0.9753378489
1,0.8069125987,0.899271086
1,0.6524112019,0.07776917
1,0.9558199993,0.9899439128
1,0.9558199993,0.9899352908
1,0.9558199993,0.9898453509
1,0.9558199993,0.9899442907
1,0.9558199993,0.989944391
1,0.9558199993,0.9899440001
1,0.9558199993,0.9899442907
1,0.9558199993,0.9899443755
1,0.9558199993,0.8095742109
1,0.0732882844,0.025987514
1,0.9558199993,0.9899442948
1,0.8069125987,0.9899119499
1,0.8069125987,0.6307190872
1,0.9558199993,0.9899443857
1,0.9558199993,0.9899443858
1,0.9558199993,0.9899442752
1,0.9558199993,0.9899436131
1,0.9558199993,0.9899442647
1,0.9558199993,0.9899434618
1,0.9558199993,0.9090309511
1,0.7593687696,0.9896647368
1,0.9558199993,0.9899425198
1,0.9558199993,0.9899436379
1,0.9558199993,0.7922556338
1,0.8069125987,0.8220408168
1,0.6524112019,0.9890412253
1,0.9558199993,0.9870349326
1,0.6524112019,0.9890241347
1,0.9558199993,0.9899317677
1,0.3071511292,0.4633433813
1,0.3071511292,0.9878505958
1,0.3071511292,0.6965261156
1,0.9558199993,0.9899443134
1,0.3071511292,0.7940032254
1,0.3071511292,0.7945530837
1,0.9558199993,0.8691984585
1,0.9558199993,0.9899017782
1,0.9558199993,0.8077337041
1,0.3071511292,0.9846293312
1,0.9558199993,0.9899254787
1,0.0732882844,0.9883516675
1,0.8069125987,0.986348439
1,0.9558199993,0.9658413657
1,0.0732882844,0.6088752884
1,0.3071511292,0.7939325269
1,0.8069125987,0.9892556533
1,0.6524112019,0.7939294406
1,0.9558199993,0.8457437581
1,0.7593687696,0.9895644603
1,0.8069125987,0.713740511
1,0.9558199993,0.9891111319
1,0.6524112019,0.9732305344
1,0.9558199993,0.9899443912
1,0.3071511292,0.9890890205
1,0.3071511292,0.8166358726
1,0.3071511292,0.7259319473
1,0.3071511292,0.4323498221
1,0.7593687696,0.0072393458
1,0.9558199993,0.9899443458
1,0.8069125987,0.959318796
1,0.9558199993,0.9830848242
1,0.6524112019,0.8158410648
1,0.9558199993,0.9899443755
1,0.9558199993,0.9889098228
1,0.9558199993,0.9899443912
1,0.9558199993,0.9899440097
1,0.9558199993,0.8095742109
1,0.9558199993,0.9673216723
1,0.9558199993,0.7443609549
1,0.6524112019,0.9899439649
1,0.9558199993,0.7835797794
1,0.9558199993,0.9899399372
1,0.9558199993,0.989944028
1,0.9558199993,0.9578410975
1,0.6524112019,0.9899440598
1,0.8069125987,0.9898702471
1,0.6524112019,0.9899329141
1,0.9558199993,0.9898945139
1,0.9558199993,0.9899108301
1,0.8069125987,0.6803070534
1,0.9558199993,0.9899442373
1,0.9558199993,0.9899379337
1,0.9558199993,0.926022065
1,0.9558199993,0.9897992005
1,0.8069125987,0.9876950893
1,0.7593687696,0.9867025869
1,0.8069125987,0.9790318919
1,0.3071511292,0.7894175145
1,0.8069125987,0.7939296717
1,0.8069125987,0.7956737255
1,0.3071511292,0.9899443875
1,0.8069125987,0.7939394437
1,0.3071511292,0.9692623319
1,0.8069125987,0.8604369142
1,0.3071511292,0.9750331517
1,0.9558199993,0.9899387108
1,0.9558199993,0.9894740279
1,0.9558199993,0.9827910959
1,0.6524112019,0.9805830278
1,0.9558199993,0.989898179
1,0.9558199993,0.9894003465
1,0.6524112019,0.9898984403
1,0.9558199993,0.9821032743
1,0.9558199993,0.9882070183
1,0.8069125987,0.9891843163
1,0.9558199993,0.7955807701
1,0.3071511292,0.0202433267
1,0.9558199993,0.989936116
1,0.9558199993,0.9873942415
1,0.9558199993,0.9892778884
1,0.9558199993,0.9725394328
1,0.3071511292,0.9804842471
1,0.0732882844,0.7691697458
1,0.9558199993,0.9898535225
1,0.6524112019,0.9899381231
1,0.0732882844,0.4444947185
1,0.7593687696,0.9895763011
1,0.6524112019,0.8127483379
1,0.9558199993,0.9890227033
1,0.9558199993,0.8647730459
1,0.9558199993,0.8811454478
1,0.8069125987,0.9899442874
1,0.9558199993,0.9816245272
1,0.9558199993,0.9899433
1,0.7593687696,0.9781816179
1,0.9558199993,0.9899360244
1,0.9558199993,0.9899323734
1,0.9558199993,0.9899386208
1,0.9558199993,0.7946199385
1,0.6524112019,0.984312612
1,0.9558199993,0.9899443658
1,0.6524112019,0.2454671543
1,0.9558199993,0.9888384294
1,0.7593687696,0.9803358734
1,0.8069125987,0.9899443369
1,0.9558199993,0.9898964046
1,0.0732882844,0.4529092399
1,0.8069125987,0.9818640136
1,0.7593687696,0.9899440554
1,0.9558199993,0.8008723099
1,0.0732882844,0.7051321529
1,0.9558199993,0.7176113696
1,0.9558199993,0.9898089099
1,0.8069125987,0.8310397343
1,0.9558199993,0.793788801
1,0.0732882844,0.1350758378
1,0.9558199993,0.7175566066
1,0.9558199993,0.9899197783
1,0.8069125987,0.9882581855
1,0.8069125987,0.9178831796
1,0.8069125987,0.7939862209
1,0.8069125987,0.9899443249
1,0.3071511292,0.9898166882
1,0.6524112019,0.7940722681
1,0.9558199993,0.4320750662
1,0.9558199993,0.9896757534
1,0.0732882844,0.9554763303
1,0.9558199993,0.9832498552
1,0.0732882844,0.9554763303
1,0.3071511292,0.9885331133
1,0.9558199993,0.9898531737
1,0.0732882844,0.1681581671
1,0.9558199993,0.9899390552
1,0.0732882844,0.2566087708
1,0.9558199993,0.9899261591
1,0.8069125987,0.8702319736
1,0.7593687696,0.7662800314
1,0.9558199993,0.9867843219
1,0.9558199993,0.9899443912
1,0.9558199993,0.98281184
1,0.9558199993,0.9891090746
1,0.8069125987,0.785978979
1,0.9558199993,0.9898997698
1,0.9558199993,0.9893501775
1,0.8069125987,0.986598507
1,0.3071511292,0.9899160966
1,0.0732882844,0.7939294154
1,0.6524112019,0.4023999245
1,0.8069125987,0.7944531466
1,0.8069125987,0.983378767
1,0.6524112019,0.9764273763
1,0.6524112019,0.9898819358
1,0.3071511292,0.8841554175
1,0.0732882844,0.9899443853
1,0.8069125987,0.8198764046
1,0.8069125987,0.8132541366
1,0.0732882844,0.1598680299
1,0.8069125987,0.9644868088
1,0.9558199993,0.9899443912
1,0.8069125987,0.8355303926
1,0.6524112019,0.8929390584
1,0.8069125987,0.9886350421
1,0.8069125987,0.8355303926
1,0.9558199993,0.9892201649
1,0.9558199993,0.9899440528
1,0.6524112019,0.9678390211
1,0.0732882844,0.8186128604
1,0.3071511292,0.7944135879
1,0.9558199993,0.9808679362
1,0.6524112019,0.9898819358
1,0.6524112019,0.7229221472
1,0.8069125987,0.6307190872
1,0.6524112019,0.9896808483
1,0.8069125987,0.978015399
1,0.9558199993,0.9809695307
1,0.3071511292,0.9899429271
1,0.8069125987,0.9899443748
1,0.9558199993,0.9899443783
1,0.7593687696,0.9736557428
1,0.9558199993,0.9899287926
1,0.9558199993,0.8000604237
1,0.9558199993,0.9752723167
1,0.8069125987,0.8977708945
1,0.6524112019,0.989800758
1,0.9558199993,0.9631343674
1,0.9558199993,0.9629937
1,0.6524112019,0.9899010044
1,0.9558199993,0.9899443735
1,0.9558199993,0.9899011928
1,0.9558199993,0.9751889921
1,0.9558199993,0.9899443736
1,0.9558199993,0.7939762843
1,0.6524112019,0.9880623069
1,0.3071511292,0.9875833091
1,0.9558199993,0.9898896672
1,0.9558199993,0.9898896426
1,0.0732882844,0.3383880844
1,0.0732882844,0.210280211
1,0.0732882844,0.9619747104
1,0.0732882844,0.2227921453
1,0.9558199993,0.9899443783
1,0.9558199993,0.9889605253
1,0.0732882844,0.1792490357
1,0.0732882844,0.1678196756
1,0.9558199993,0.9894031451
1,0.8069125987,0.7954311905
1,0.9558199993,0.9896852803
1,0.9558199993,0.9898529227
1,0.9558199993,0.9891328296
1,0.9558199993,0.988464686
1,0.3071511292,0.9899323764
1,0.9558199993,0.8293776647
1,0.0732882844,0.9892933714
1,0.8069125987,0.8494776631
1,0.9558199993,0.9855800741
1,0.0732882844,0.4179483749
1,0.0732882844,0.3638344829
1,0.0732882844,0.3667941509
1,0.9558199993,0.9898531737
1,0.6524112019,0.8911923292
1,0.9558199993,0.9898920748
1,0.8069125987,0.9656178594
1,0.9558199993,0.9290159732
1,0.0732882844,0.4646998594
1,0.0732882844,0.0063202744
1,0.9558199993,0.9290159732
1,0.6524112019,0.9899373935
1,0.9558199993,0.9899400869
1,0.9558199993,0.9889605253
1,0.9558199993,0.9899443103
1,0.7593687696,0.5040766575
1,0.9558199993,0.9898175954
1,0.9558199993,0.9882070183
1,0.9558199993,0.7954554382
1,0.0732882844,0.2690617382
1,0.9558199993,0.9896582446
1,0.6524112019,0.9805133554
1,0.9558199993,0.9896849337
1,0.3071511292,0.7972589783
1,0.6524112019,0.9899029675
1,0.0732882844,0.9897181606
1,0.9558199993,0.793930064
1,0.9558199993,0.891115248
1,0.9558199993,0.9884752106
1,0.9558199993,0.9836857041
1,0.0732882844,0.3801566016
1,0.9558199993,0.7942904047
1,0.0732882844,0.0636523681
1,0.9558199993,0.9898820321
1,0.9558199993,0.9412928228
1,0.3071511292,0.0057788531
1,0.9558199993,0.989941068
1,0.9558199993,0.9899361236
1,0.3071511292,0.8865902987
1,0.9558199993,0.989936116
1,0.8069125987,0.9899334068
1,0.3071511292,0.3379064816
1,0.9558199993,0.9423546698
1,0.8069125987,0.7939659393
1,0.0732882844,0.4589768124
1,0.9558199993,0.9896621169
1,0.9558199993,0.9892308802
1,0.7593687696,0.988464744
1,0.0732882844,0.0982843672
1,0.9558199993,0.9884882914
1,0.6524112019,0.9880588097
1,0.8069125987,0.9754101959
1,0.0732882844,0.0776656861
1,0.9558199993,0.9899122392
1,0.9558199993,0.9899328268
1,0.9558199993,0.9899077238
1,0.9558199993,0.9892308802
1,0.0732882844,0.4334774261
1,0.0732882844,0.9876953757
1,0.0732882844,0.7939294088
1,0.9558199993,0.9899328272
1,0.0732882844,0.3817020732
1,0.0732882844,0.2364495529
1,0.0732882844,0.2684098824
1,0.9558199993,0.8147330094
1,0.9558199993,0.989936707
1,0.0732882844,0.4545514532
1,0.9558199993,0.7942928891
1,0.9558199993,0.9898728734
1,0.0732882844,0.4731298873
1,0.9558199993,0.989940611
1,0.9558199993,0.7939294531
1,0.9558199993,0.8083158873
1,0.0732882844,0.4380948445
1,0.0732882844,0.4546766516
1,0.6524112019,0.9896696932
1,0.6524112019,0.9897265671
1,0.3071511292,0.376516179
1,0.9558199993,0.9899253937
1,0.7593687696,0.9104207804
1,0.7593687696,0.989774095
1,0.6524112019,0.9744972812
1,0.9558199993,0.989944361
1,0.8069125987,0.9344315752
1,0.8069125987,0.9859028877
1,0.8069125987,0.9820594802
1,0.9558199993,0.9898947206
1,0.9558199993,0.9836857041
1,0.8069125987,0.7950115557
1,0.8069125987,0.9897142594
1,0.9558199993,0.9898022591
1,0.9558199993,0.7940030836
1,0.8069125987,0.7938662256
1,0.7593687696,0.9787759659
1,0.7593687696,0.9897522816
1,0.8069125987,0.9830112117
1,0.7593687696,0.9892058983
1,0.3071511292,0.989909247
1,0.0732882844,0.2585729709
1,0.8069125987,0.162289369
1,0.9558199993,0.9898953723
1,0.9558199993,0.9899443781
1,0.6524112019,0.9860294765
1,0.6524112019,0.9873136079
1,0.6524112019,0.9749454172
1,0.9558199993,0.9899243484
1,0.9558199993,0.855890602
1,0.0732882844,0.204843056
1,0.9558199993,0.9899441811
1,0.9558199993,0.9873826488
1,0.3071511292,0.989666794
1,0.9558199993,0.8074930513
1,0.3071511292,0.9896876747
1,0.9558199993,0.9498658752
1,0.9558199993,0.9899443204
1,0.8069125987,0.7939580138
1,0.9558199993,0.9899443906
1,0.9558199993,0.989944382
1,0.3071511292,0.987183366
1,0.0732882844,0.2959610301
1,0.0732882844,0.5791939003
1,0.9558199993,0.9700530903
1,0.3071511292,0.8964369353
1,0.9558199993,0.9499095103
1,0.9558199993,0.9899426838
1,0.9558199993,0.9898531737
1,0.3071511292,0.9898740518
1,0.0732882844,0.9715906135
1,0.9558199993,0.9899443912
1,0.9558199993,0.8060638121
1,0.9558199993,0.778363272
1,0.9558199993,0.989942653
1,0.0732882844,0.9674287753
1,0.3071511292,0.9899443912
1,0.9558199993,0.9899443458
1,0.3071511292,0.9873361865
1,0.8069125987,0.8347881647
1,0.9558199993,0.9899432377
1,0.9558199993,0.9425165137
1,0.9558199993,0.9899393982
1,0.9558199993,0.984045552
1,0.9558199993,0.9896859246
1,0.9558199993,0.984045552
1,0.3071511292,0.9899365195
1,0.9558199993,0.9899342697
1,0.9558199993,0.9899443458
1,0.6524112019,0.9899425549
1,0.0732882844,0.5364659559
1,0.8069125987,0.9887731045
1,0.8069125987,0.9865289419
1,0.9558199993,0.9899281779
0,0.0732882844,0.2852428152
0,0.3071511292,0.3821973724
0,0.3071511292,0.0002903605
0,0.0732882844,0.0619172787
0,0.0732882844,0.0002851385
0,0.0732882844,0.0051101625
0,0.0732882844,0.0766514054
0,0.3071511292,0.0021629225
0,0.3071511292,0.1808496732
0,0.8069125987,0.0008520848
0,0.0732882844,0.0057561743
0,0.0732882844,0.000285222
0,0.0732882844,0.0072177242
0,0.0732882844,0.0072488107
0,0.0732882844,0.0021509631
0,0.3071511292,0.0230416118
0,0.8069125987,0.0062251144
0,0.3071511292,0.0003332557
0,0.0732882844,0.0019878502
0,0.3071511292,0.0002852419
0,0.0732882844,0.0062397305
0,0.0732882844,0.0004342071
0,0.0732882844,0.009803519
0,0.0732882844,0.0002861224
0,0.0732882844,0.000661388
0,0.3071511292,0.7411149361
0,0.0732882844,0.0002967685
0,0.3071511292,0.0002856887
0,0.0732882844,0.4625870961
0,0.0732882844,0.0003701127
0,0.0732882844,0.0531345057
0,0.0732882844,0.0004661363
0,0.0732882844,0.0186385575
0,0.0732882844,0.000288128
0,0.6524112019,0.002153593
0,0.0732882844,0.000353081
0,0.8069125987,0.0073206564
0,0.3071511292,0.2577613832
0,0.3071511292,0.0216989073
0,0.0732882844,0.0110307724
0,0.0732882844,0.0007947673
0,0.0732882844,0.0028663085
0,0.3071511292,0.0003442094
0,0.0732882844,0.0002852585
0,0.3071511292,0.0008727995
0,0.3071511292,0.7236892454
0,0.3071511292,0.0034627493
0,0.0732882844,0.009111035
0,0.0732882844,0.0006099519
0,0.0732882844,0.0790218843
0,0.3071511292,0.0004790853
0,0.0732882844,0.0780229245
0,0.7593687696,0.0069736191
0,0.3071511292,0.0076373194
0,0.3071511292,0.0072349031
0,0.0732882844,0.0002880662
0,0.0732882844,0.0004196132
0,0.3071511292,0.0067596967
0,0.3071511292,0.0002851385
0,0.0732882844,0.0286860712
0,0.3071511292,0.0002851392
0,0.0732882844,0.0025331849
0,0.0732882844,0.0003443545
0,0.9558199993,0.000457772
0,0.6524112019,0.0241302746
0,0.0732882844,0.0010753475
0,0.0732882844,0.0152241101
0,0.3071511292,0.874393812
0,0.6524112019,0.0260944863
0,0.0732882844,0.088240271
0,0.0732882844,0.0072353988
0,0.0732882844,0.1534177637
0,0.0732882844,0.0048718298
0,0.0732882844,0.0204591538
0,0.0732882844,0.0008741955
0,0.0732882844,0.1021631909
0,0.0732882844,0.0074353942
0,0.0732882844,0.0002900757
0,0.0732882844,0.0012361016
0,0.0732882844,0.1420142848
0,0.0732882844,0.0045481057
0,0.0732882844,0.0002852585
0,0.0732882844,0.0008750101
0,0.0732882844,0.0002902788
0,0.0732882844,0.0002851385
0,0.0732882844,0.0002949062
0,0.0732882844,0.0878766232
0,0.0732882844,0.0191723403
0,0.0732882844,0.0270732258
0,0.0732882844,0.0002974161
0,0.0732882844,0.0018073927
0,0.0732882844,0.0002852585
0,0.0732882844,0.2908202987
0,0.0732882844,0.081773427
0,0.0732882844,0.0312695672
0,0.0732882844,0.0097972345
0,0.0732882844,0.0248957255
0,0.3071511292,0.0422777205
0,0.0732882844,0.007227358
0,0.3071511292,0.0002851385
0,0.0732882844,0.0002852342
0,0.9558199993,0.9760141955
0,0.0732882844,0.0072100172
0,0.0732882844,0.0002931603
0,0.0732882844,0.0006495264
0,0.3071511292,0.0004068564
0,0.0732882844,0.0004310781
0,0.0732882844,0.0820927725
0,0.9558199993,0.8074805228
0,0.0732882844,0.0002890348
0,0.8069125987,0.0002894766
0,0.0732882844,0.0103975507
0,0.3071511292,0.0287366832
0,0.3071511292,0.3650681554
0,0.3071511292,0.1293196531
0,0.3071511292,0.0002859351
0,0.8069125987,0.7048248889
0,0.0732882844,0.0023167485
0,0.0732882844,0.0844656807
0,0.0732882844,0.0002929779
0,0.0732882844,0.0015839541
0,0.0732882844,0.1220724104
0,0.0732882844,0.0067571592
0,0.3071511292,0.010138054
0,0.0732882844,0.0767969022
0,0.0732882844,0.2751428905
0,0.0732882844,0.0005615485
0,0.3071511292,0.0004498788
0,0.0732882844,0.0002902915
0,0.0732882844,0.0047224489
0,0.3071511292,0.0002857413
0,0.0732882844,0.0002851385
0,0.0732882844,0.0008020256
0,0.0732882844,0.0585498106
0,0.0732882844,0.0002851385
0,0.0732882844,0.013313275
0,0.0732882844,0.0252100493
0,0.0732882844,0.0103334954
0,0.8069125987,0.0072517279
0,0.3071511292,0.0040401221
0,0.0732882844,0.0069104634
0,0.0732882844,0.073546431
0,0.0732882844,0.0644566472
0,0.0732882844,0.0329719449
0,0.0732882844,0.0049299561
0,0.0732882844,0.0036201019
0,0.0732882844,0.0003078865
0,0.0732882844,0.0118282005
0,0.8069125987,0.0044368619
0,0.0732882844,0.0002934238
0,0.0732882844,0.0018698437
0,0.3071511292,0.0004145456
0,0.6524112019,0.5427423384
0,0.0732882844,0.0002867252
0,0.0732882844,0.0002882605
0,0.0732882844,0.0002851385
0,0.0732882844,0.0071567812
0,0.0732882844,0.0083797635
0,0.0732882844,0.0072353298
0,0.0732882844,0.0069962124
0,0.3071511292,0.0052728347
0,0.0732882844,0.0068262581
0,0.0732882844,0.0060490022
0,0.3071511292,0.0002864662
0,0.0732882844,0.0095352908
0,0.0732882844,0.0010182037
0,0.3071511292,0.0003371649
0,0.6524112019,0.0198974745
0,0.0732882844,0.0872163868
0,0.0732882844,0.0003098186
0,0.0732882844,0.0002851468
0,0.0732882844,0.0062228713
0,0.0732882844,0.00028514
0,0.0732882844,0.0251864666
0,0.0732882844,0.000285174
0,0.0732882844,0.0002906836
0,0.3071511292,0.008203495
0,0.0732882844,0.0009551047
0,0.0732882844,0.8372049594
0,0.0732882844,0.9899441772
0,0.0732882844,0.0003079719
0,0.0732882844,0.0002851386
0,0.0732882844,0.0004912129
0,0.0732882844,0.0073105531
0,0.6524112019,0.2234349756
0,0.0732882844,0.0875583927
0,0.0732882844,0.0248287402
0,0.0732882844,0.1037876179
0,0.0732882844,0.0054246012
0,0.0732882844,0.0020348969
0,0.0732882844,0.0233552651
0,0.0732882844,0.3255082054
0,0.0732882844,0.0004795986
0,0.0732882844,0.0002863978
0,0.0732882844,0.0087633448
